"id","name","type","description","human_readable_id","graph_embedding","text_unit_ids","description_embedding"
"f23484b1b45d44c3b7847e1906dddd37","BIỂU LÃI SUẤT DỊCH VỤ TÀI CHÍNH","TÀI CHÍNH","Biểu lãi suất dịch vụ tài chính là tài liệu cung cấp thông tin về lãi suất áp dụng cho các dịch vụ tài chính",310,"",['c7090e265fb62a1c444aee9773b4bea3'],"[ 0.01126714 -0.02333848 -0.02429346 ...  0.00819695 -0.02528195
  0.01787664]"
"929f30875e1744b49e7b416eaf5a790c","SỨC MUA ỨNG TRƯỚC","DỊCH VỤ TÀI CHÍNH","SỨC MUA ƯNG TRƯỚC is a service provided by MBS that offers customers the ability to use the purchased power immediately based on the selling price.",311,"",['8b34a2b22abe94c075872bb4ab06d253' 'c7090e265fb62a1c444aee9773b4bea3'],"[ 0.00439838  0.02312051 -0.04012336 ...  0.01121218  0.00707222
  0.00043773]"
"4920fda031804ce8a1073ace8e061ed6","ĐĂNG KÝ","HÀNH ĐỘNG","Đăng ký một lần duy nhất",312,"",['8b34a2b22abe94c075872bb4ab06d253'],"[ 0.01667336  0.00948093 -0.07110696 ... -0.03201856  0.02623602
 -0.00930725]"
"4b8aa4587c7344adac2cbfa69d5e40fa","GIAO DỊCH KÝ QUỸ","CÔNG CỤ ĐẦU TƯ","Giao dịch ký quỹ là công cụ sử dụng đòn bẩy trong hoạt động đầu tư của khách hàng",313,"",['8b34a2b22abe94c075872bb4ab06d253'],"[ 0.02238952  0.03385415 -0.06376268 ... -0.00991057 -0.0031872
  0.0215334 ]"
"52701d941dfb45359693baae8f267056","VỐN VAY","TÀI CHÍNH","Khách hàng có thể sử dụng một phần vốn vay của MBS để mua các chứng khoán niêm yết nhiều hơn sức mua thông th",314,"",['8b34a2b22abe94c075872bb4ab06d253'],"[ 0.02185501  0.0119948  -0.03145085 ... -0.00043389 -0.00783823
  0.04034168]"
"31499ee6277a4d71b19cb5b6be554c69","DỊCH KÝ QUỸ","CÔNG CỤ ĐẦU TƯ","Giao dịch ký quỹ là công cụ sử dụng đòn bẩy trong hoạt động đầu tư của khách hàng",315,"",['72ef77d14fd5f7379a4d83d84a21217c'],"[ 0.0202147   0.03361218 -0.06441727 ... -0.01041722 -0.01031697
  0.01556659]"
"d99eabad5dfd47278692569d2a9395b1","LÃI SUẤT DỊCH VỤ","CHÍNH SÁCH TÀI CHÍNH","Lãi suất dịch vụ được xem chi tiết tại Biểu lãi suất dịch vụ tài chính",316,"",['5a24be5be62e4c2b6089680d85a28bb2' '72ef77d14fd5f7379a4d83d84a21217c'],"[-0.01171725 -0.0325301  -0.0279288  ...  0.0036204  -0.0310855
  0.01929691]"
"d53f15cb7f7845de91cc44ad44ff9f6e","MỞ TÀI KHOẢN","HÀNH ĐỘNG","Mở tài khoản trực tuyến dành cho Quý Khách hàng cá nhân có quốc tịch Việt Nam đủ điều kiện mở tài khoản giao dịch chứng khoán",317,"",['5a24be5be62e4c2b6089680d85a28bb2'],"[ 0.01940565  0.05692543 -0.03219017 ... -0.01040581  0.01333219
 -0.02793956]"
"23becf8c6fca4f47a53ec4883d4bf63f","EKYC","GIẢI PHÁP","""EKYC is an electronic Know Your Customer solution that helps customers complete transactions solely through simple operations on their phones. It serves as an identity verification tool and an online information authentication process, ensuring the completion of every transaction securely.""",318,"","['25fe70f4e78e841093d4e470427c5217' '92e60b810f5507e207306d25d04c0814'
 'f702c7b6765a8888a8ea861f2a4c014d' 'fe776e2fb42accc6008bfd9f9c017855']","[ 0.01304811 -0.00572559 -0.03889764 ...  0.00518354 -0.04572679
  0.00041161]"
"d0ffa3bcd1234258953ff4956d19f561","MBS MOBILE APP","ỨNG DỤNG DI ĐỘNG","The MBS Mobile App is a mobile application provided by MBS for opening securities accounts and trading. Customers can access this app on their mobile phones for convenience.",319,"",['13526d7718fb859960383037dbbaf4e4' '25fe70f4e78e841093d4e470427c5217'],"[ 0.03655444  0.04676177  0.03175613 ...  0.00707752 -0.0211344
  0.00099238]"
"ac41b77ba33c4c84877eb425aba03aa1","HÀNG","SẢN PHẨM","Hàng cần chuẩn bị điện thoại có kết nối internet",320,"",['13526d7718fb859960383037dbbaf4e4'],"[ 0.01939292  0.00010765 -0.05685566 ...  0.00954997 -0.02716143
 -0.01489437]"
"5d3184dabfd647a5a7e565f72c60ff24","CHỨNG MINH THƯ/CĂN CƯỚC CÔNG DÂN/CHỨNG MINH SĨ QUAN","GIẤY TỜ","Chứng minh thư/Căn cước công dân/Chứng minh sĩ quan còn hiệu lực",321,"",['13526d7718fb859960383037dbbaf4e4'],"[ 0.03154473  0.07279879 -0.03150233 ... -0.03733217  0.01706553
  0.03016677]"
"0ec262c2cfef4dd581f3655e5e496e31","APP","ỨNG DỤNG","""The entity APP is a mobile software application that enables users to perform various functions. It is designed for researching market information, stocks, and conducting eKYC for activating accounts.""",322,"",['92e60b810f5507e207306d25d04c0814' 'fe776e2fb42accc6008bfd9f9c017855'],"[ 0.01986182  0.00364939  0.01202263 ... -0.00806807 -0.01536048
  0.04648834]"
"100c2fccd7f74d9281707082f062ba72","STK","DANH SÁCH","STK is an account number used for stock market transactions and financial transactions. It is a key identifier for executing trades and managing financial activities.",323,"",['43fe3eabe57a1961a64491c86cb08d67' '92e60b810f5507e207306d25d04c0814'],"[ 0.00037472 -0.02597396  0.01596838 ...  0.0139768  -0.00404576
  0.05237724]"
"378fc7636eeb4aabbfd40995a6960c64","SỐ ĐẸP","ĐẶC ĐIỂM TÀI KHOẢN","Số Đẹp is a service provided by a bank that allows customers to choose accounts based on specific criteria such as beauty or preference. Customers can select accounts tailored to their desires.",324,"",['839b9207b75bf3ace550391324a33388' '9a19753353f40064a6811288ab2c7556'],"[ 0.03225226 -0.0310958  -0.01426295 ...  0.00564307  0.01835338
 -0.00740988]"
"80a04aa18cd649d584292f23b10c0727","QUẢN LÝ TÀI KHOẢN","DỊCH VỤ NGÂN HÀNG","""QUẢN LÝ TÀI KHOẢN involves overseeing and adjusting financial activities within an account, whether it be for individuals or businesses. This includes managing and controlling customer transaction accounts, as well as monitoring and managing the funds within customer accounts.""",325,"","['4d28b35e2fd1fe04534b8fe505fb07cc' '839b9207b75bf3ace550391324a33388'
 'f702c7b6765a8888a8ea861f2a4c014d' 'fe776e2fb42accc6008bfd9f9c017855']","[-0.00732599  0.05986024 -0.01895157 ... -0.03145376  0.0381536
  0.00685638]"
"4e9ca18ccc1d4527a3bc035d07f5e162","KÊNH GIAO DỊCH TRỰC TUYẾN","DỊCH VỤ NGÂN HÀNG","""Kênh giao dịch trực tuyến is an online platform where customers can conduct banking transactions over the internet. It serves as a means for online trading and allows customers to execute transactions online. This channel facilitates trading through the internet, providing customers with the convenience of conducting transactions online.""",326,"","['4d28b35e2fd1fe04534b8fe505fb07cc' '839b9207b75bf3ace550391324a33388'
 'f702c7b6765a8888a8ea861f2a4c014d' 'fe776e2fb42accc6008bfd9f9c017855']","[-0.01830384  0.01159141 -0.03970415 ...  0.01660281 -0.01287482
  0.00274252]"
"5564257e89f1428486a64fcf52f49490","TỔNG ĐÀI CONTACT24","DỊCH VỤ HỖ TRỢ","""TỔNG ĐÀI CONTACT24 là dịch vụ hỗ trợ khách hàng qua điện thoại, là phương tiện liên hệ giữa khách hàng và ngân hàng, cũng như tổ chức. Được thiết kế để cung cấp thông tin rõ ràng về tất cả các lựa chọn, bao gồm cả tên cụ thể, giúp khách hàng hiểu rõ về các dịch vụ được cung cấp. TỔNG ĐÀI CONTACT24 giúp khách hàng đưa ra quyết định thông minh, chọn sản phẩm phù hợp và đạt được mục tiêu tài chính của mình.""",327,"","['4d28b35e2fd1fe04534b8fe505fb07cc' '839b9207b75bf3ace550391324a33388'
 'f702c7b6765a8888a8ea861f2a4c014d' 'fe776e2fb42accc6008bfd9f9c017855']","[ 0.01963659 -0.01111347 -0.02993117 ... -0.00502195 -0.00957597
  0.00901612]"
"83c76fbd2a004d90a5b0a6736ffed61d","DỊCH VỤ GỬI TIỀN","DỊCH VỤ NGÂN HÀNG","Dịch vụ gửi tiền là một trong các dịch vụ ngân hàng cung cấp cho khách hàng",328,"",['f702c7b6765a8888a8ea861f2a4c014d'],"[-0.01887625 -0.00279413 -0.04130867 ... -0.0172093   0.01008109
  0.0049572 ]"
"d9779c41e3c74fe0b26e23822a4b995b","GIAO DỊCH CỔ PHIẾU","HOẠT ĐỘNG GIAO DỊCH","Giao dịch cổ phiếu là hoạt động mua bán cổ phiếu trên thị trường chứng khoán",329,"",['f702c7b6765a8888a8ea861f2a4c014d' 'fe776e2fb42accc6008bfd9f9c017855'],"[ 0.01684467 -0.0074182  -0.04901234 ... -0.00040834  0.02220595
  0.00223718]"
"9d7a563b3b2d405092c31f1fe08cff77","SÀN GIAO DỊCH","ĐỊA ĐIỂM GIAO DỊCH","""SÀN GIAO DỊCH is a platform where customers can execute stock market transactions, including buying and selling securities. It serves as a location where clients can carry out stock trading activities and transactions. Additionally, it is a point where customers can conduct asset trading transactions.""",330,"","['4d28b35e2fd1fe04534b8fe505fb07cc' 'f702c7b6765a8888a8ea861f2a4c014d'
 'fe776e2fb42accc6008bfd9f9c017855']","[ 0.03563049  0.0026349  -0.02000804 ...  0.0531931   0.02217053
  0.00759396]"
"bd43f3d439a54781bd4b721a9a269b92","APP MB","ỨNG DỤNG DI ĐỘNG","App MB là ứng dụng di động của ngân hàng MB",331,"",['f702c7b6765a8888a8ea861f2a4c014d'],"[ 0.00850714 -0.01060643 -0.02566966 ... -0.04663385 -0.0011399
  0.03773937]"
"adc0f95733e74351a891c4dadf650a52","TÀI KHOẢN MBBANK","TÀI KHOẢN NGÂN HÀNG","Tài khoản MBBank là tài khoản ngân hàng của khách hàng tại MBBank",332,"",['f702c7b6765a8888a8ea861f2a4c014d'],"[ 0.08013759  0.02044103  0.00487957 ... -0.03403189  0.00790193
  0.00732327]"
"225105a7be14447cb03186bd40756059","TÀI KHOẢN NGÂN HÀNG MB","TÀI KHOẢN","Tài khoản ngân hàng MB là tài khoản ngân hàng của khách hàng",333,"",['fe776e2fb42accc6008bfd9f9c017855'],"[ 0.03828522  0.03956648 -0.01621402 ... -0.02223898  0.00150529
  0.00832055]"
"efce8a9d61254447a26aee99e53f0398","MB BANK","NGÂN HÀNG","MB Bank là một ngân hàng hoạt động trong lĩnh vực tài chính",334,"",['fe776e2fb42accc6008bfd9f9c017855'],"[ 0.00935413  0.02629559  0.01584731 ... -0.03698602 -0.01310295
  0.02807135]"
"4a75a9f0b18a48bea9c0601c0fc395c4","GIAO DỊCH GỬI TIỀN","DỊCH VỤ","""GIAO DỊCH GỬI TIỀN involves transferring money from one party to another, either between individuals or into a bank account. This activity encompasses both sending money to another person and depositing funds into a bank account.""",335,"",['4d28b35e2fd1fe04534b8fe505fb07cc' 'fe776e2fb42accc6008bfd9f9c017855'],"[ 0.00651473 -0.0128359  -0.03278247 ...  0.01836755  0.02402146
  0.03555339]"
"e19287afe00a431f9a593a4827d1b448","SỞ THÍCH","ĐẶC ĐIỂM","Sở thích là yếu tố quyết định việc chọn tài khoản theo sở thích của khách hàng",336,"",['43fe3eabe57a1961a64491c86cb08d67'],"[ 0.01658468 -0.00891865 -0.05583675 ... -0.01134372  0.00587729
 -0.01041177]"
"f2c06f3a0c704296bf3353b91ee8af47","CHI NHÁNH/ PHÒNG GIAO DỊCH","ĐỊA ĐIỂM","Chi nhánh/ Phòng giao dịch là địa điểm mà khách hàng có thể đến để thực hiện các giao dịch ngân hàng",337,"",['9a19753353f40064a6811288ab2c7556'],"[-0.01805585  0.02856938  0.01279908 ... -0.03108348 -0.01112887
  0.00650503]"
"f512103ed4624accac6cbbf90d7d250a","EMAIL MBS","PHƯƠNG TIỆN LIÊN LẠC","Email MBS là phương tiện liên lạc mà MBS sử dụng để gửi thông tin và hướng dẫn cho khách hàng",338,"",['60ebabe690f6d6bd2408ac12e84701ab'],"[ 0.03021659  0.00971535  0.02601482 ... -0.01419355 -0.02587409
 -0.00311615]"
"2325dafe50d1435cbee8ebcaa69688df","CHI NHÁNH/ PHÒNG GIAO DỊCH MBS","ĐỊA ĐIỂM","Chi nhánh/ phòng giao dịch MBS là nơi Quý khách hàng có thể gửi/mang hồ sơ và thực hiện các thủ tục liên quan",339,"",['60ebabe690f6d6bd2408ac12e84701ab'],"[ 0.01548916  0.06184516  0.0445627  ... -0.02670417 -0.01590729
  0.02529185]"
"469aeef98cd1421fa123277b93d7b83a","""HƯỚNG DẪN IN, KÝ HỒ SƠ""","HƯỚNG DẪN","""Hướng dẫn in, ký hồ sơ là thông tin chi tiết về cách thức in và ký hồ sơ theo hướng dẫn của MBS""",340,"",['60ebabe690f6d6bd2408ac12e84701ab'],"[-0.01262443  0.02731238 -0.00309527 ... -0.00409053 -0.00756785
  0.00162307]"
"2fb66f9a0de6406d83b61742a3b52cd6","CHỨNG MINH THƯ NHÂN DÂN/ CĂN CƯỚC CÔNG DÂN","GIẤY TỜ","Chứng minh thư nhân dân/ Căn cước công dân là giấy tờ cần thiết để mở tài khoản giao dịch chứng khoán",341,"",['60ebabe690f6d6bd2408ac12e84701ab'],"[ 0.03639172  0.05784682 -0.02938901 ... -0.03372846 -0.01341875
  0.03130731]"
"b0e6cfd979ea48b997019b059999d3c2","QUY ĐỊNH VỀ BẢO VỆ DỮ LIỆU CÁ NHÂN","QUY ĐỊNH","Quy định về bảo vệ dữ liệu cá nhân là các quy định liên quan đến việc bảo vệ thông tin cá nhân của người dùng",342,"",['a9baed6c1234760eb79ab79ad2e3c4b8'],"[ 0.0318267   0.05687431  0.02627294 ... -0.0232494   0.03456379
  0.00607094]"
"ef00ec3a324f4f5986141401002af3f6","QUY ĐỊNH BẢO VỆ DỮ LIỆU CÁ NHÂN","QUY ĐỊNH","Quy định về bảo vệ dữ liệu cá nhân được công bố và thông báo công khai trên website của MBS",343,"",['84d2fded9e5586dd584e403e106085ca'],"[ 0.06325989  0.04480152  0.0255256  ... -0.01608749  0.01334417
  0.00968338]"
"a542fd7aed7341468028928937ea2983","PHÁP LUẬT VIỆT NAM","QUY ĐỊNH","Pháp luật Việt Nam là hệ thống quy định pháp lý của Việt Nam",344,"",['c4a15b4c2991a5c14031f996e99ba460'],"[-0.02749352  0.03838189 -0.05009585 ... -0.03009489  0.00174268
  0.0050236 ]"
"1c5e296a5ac541c1b5cac4357537c22d","QUY ĐỊNH BVDLCN","QUY ĐỊNH","""QUY ĐỊNH BVDLCN encompasses a set of regulations related to the security of personal data of customers, the processing of personal data, the use of products, services, and electronic platforms provided by MBS, as well as the terms and conditions that customers must adhere to when utilizing MBS services. These regulations are essential documents that govern the operations of MBS and outline the rights and obligations of both MBS and its customers. They also include provisions on data management, updates, and the terms of use for MBS products and services.""",345,"","['1170f02c4f72abe944971b085d7e2626' '1a7a2ff68d41451fd234f3b95d8f9438'
 '20e0df85ac24e24c4e87ae59c728636a' '2d8598614a3b2a6df74b101ab9d9f3db'
 '40935643bba261a08331db8f80b4daff' '556b05eca1c1694a4f7ac7a9aeef4d13'
 '71d4b3f37fec86c606f4be10b449c8f8' '748a5cb2e67b0d24c5e76078514b228f'
 '75a02e1fa0218f727556374d01a40ae6' '7af789bc7cfb0baad062c01598795734'
 '7c816fbd38dc2ec7d29db9c8f19bc5c6' '85866d97200f421b7d8eaa3b9663908c'
 '8844fa2234338bedbca82d8d3037e7d4' 'c4a15b4c2991a5c14031f996e99ba460'
 'cbed4d4646f17080ba6330956c14d83f' 'e9d3f68998cff4ee8aed538a49af5a55'
 'ff5db536458a8abf6a70a74408c4dfec']","[ 0.02484063  0.05054304  0.04976744 ... -0.00068504  0.00915635
  0.01437008]"
"5ecf534a9ffe46e0b1c2144110c691c0","DỮ LIỆU CÁ NHÂN","THÔNG TIN","""Dữ liệu cá nhân bao gồm dữ liệu cá nhân cơ bản và dữ liệu cá nhân nhạy cảm cần được bảo vệ và quản lý đúng cách. Dữ liệu cá nhân của Khách hàng do MBS lưu trữ sẽ được bảo mật và an toàn, được xử lý theo yêu cầu và quy định của pháp luật. Dữ liệu cá nhân của Khách hàng được chia sẻ và truyền tải trên Internet. Đây là thông tin liên quan đến quyền và nghĩa vụ của Khách hàng, là thông tin cá nhân của Khách hàng được MBS bảo vệ và quản lý.""",346,"","['0155a5af5c1988637b742a0797735194' '040eeb0720e09da6eb2c8c738363f73b'
 '084712776af45fb46dcf1027340a40b7' '10c4087ea9328fcec618be8c8c72a545'
 '1170f02c4f72abe944971b085d7e2626' '12d1f91e89d082920c89bcdd2f7660ec'
 '1a7a2ff68d41451fd234f3b95d8f9438' '1b7754026ba47eeb65fc0fbd78b1c0f7'
 '1cd97c98e1c0d5f114e9004dbdea93ea' '202265b0fffd28a9b77f9e17d1fcc200'
 '20e0df85ac24e24c4e87ae59c728636a' '27dcc94d9b7fde810dec04243d5f4424'
 '2bac8cd2c646865c07a176576b25a409' '2bd9d64dccdbf2ad7cb29afe2ccc3479'
 '3f8b6d62e8bb7c6f21608de7fea4ba02' '40935643bba261a08331db8f80b4daff'
 '4de94a9646e4fa0e3488ab9431283633' '4e9cd7c817b157e416ae8f8ffed06c56'
 '508ac5faa042c00b4881fdb044ec22a1' '50a6b12300875b1d5702ab57bcc76adb'
 '556b05eca1c1694a4f7ac7a9aeef4d13' '560c1bc6f36029f367ef54b7a12138af'
 '595dc3457df06d08ab6fd04192ca4288' '5a8cea5cfd5efda0dd2fbcb18978cfd4'
 '78c9461234ebe64ad91af16347b2afbd' '7c816fbd38dc2ec7d29db9c8f19bc5c6'
 '7d4a6d64f3da1057d18a58518005274b' '8317f7c931427b74d2356951f0383b72'
 '8524d4a8759107a21626d3501c4724e2' '8fbade2505b0850c4038ba4b0b013b29'
 '99db7b89b640a0c2570b3bb8e21f43f7' '9e8879c44f400bef99b17abce60e5e94'
 '9ec3183997e9b53cecc3d69523d6c509' 'a94ef355681ae5aeaab52a0ccc3bdf77'
 'aec0495f6dbc3f5896ec07ec7ebe251e' 'bdac16159b60ffb7d6f9ffa4bc2f87d1'
 'ca5a65939fc04c9d28026d5c955aa877' 'cbed4d4646f17080ba6330956c14d83f'
 'e0908e3a059996366c190493e47922b1' 'e9d3f68998cff4ee8aed538a49af5a55'
 'efa0f2467e6242170a2d90a14385554e' 'f6c425bdd3bdadaa7f7b65901b875aa6'
 'ff5db536458a8abf6a70a74408c4dfec']","[ 0.06547087  0.04424581  0.00918047 ... -0.02070431 -0.00590782
  0.02634278]"
"4d183e7007624fcd98af96b9d752c16d","BVDLCN","QUY ĐỊNH","""BVDLCN is a regulatory document that specifies rules and guidelines in the field of stock market investments. It is essential for individuals to know about MBS and to understand the handling of personal data when interacting with MBS. The regulations of BVDLCN apply to all websites, applications, and platforms provided by other parties that offer services and utilities of MBS.""",347,"","['10c4087ea9328fcec618be8c8c72a545' '12d1f91e89d082920c89bcdd2f7660ec'
 '2c3ae7491cabfdc2946c79ea584fb1ca' '99db7b89b640a0c2570b3bb8e21f43f7'
 'e1eb7906abef0df477bcdf943f251619']",[0.03989103 0.04964836 0.07501743 ... 0.01462333 0.01093582 0.03479694]
"718c507cb8ac49e6a35c251ac951b5ca","QUY ĐỊNH","VĂN BẢN PHÁP LUẬT","QUY ĐỊNH is a legal document that regulates the principles or rights of the parties involved.",348,"",['10c4087ea9328fcec618be8c8c72a545' 'c305e9f4ac1d42bec43a03d0bcb8a30e'],"[-0.00711743  0.07311916 -0.03308363 ... -0.01195893  0.00881402
 -0.01493832]"
"b45ef27279c043269b23b894461d7d8c","DỮ LIỆU CÁ NHÂN CƠ BẢN","THÔNG TIN","""Dữ liệu cá nhân cơ bản là thông tin cơ bản nhất của một cá nhân, bao gồm: Họ, chữ đệm và tên khai sinh, tên gọi khác (nếu có); Ngày, tháng, năm sinh; ngày, tháng, năm chết hoặc mất tích; Giới tính; Nơi sinh, nơi đăng ký khai sinh, nơi thường trú, nơi tạm trú, nơi ở hiện tại, quê quán, địa chỉ liên hệ; Quốc tịch; Hình ảnh của cá nhân; Số điện thoại, số chứng minh nhân dân, số định danh cá nhân, số hộ chiếu, số giấy phép lái xe, số biển số xe, số mã số thuế cá nhân, số bảo hiểm xã hội.""",349,"",['10c4087ea9328fcec618be8c8c72a545' '595dc3457df06d08ab6fd04192ca4288'],"[ 0.03101177  0.02903081 -0.00710431 ... -0.02168545  0.01459429
  0.04540446]"
"10983a248cc448c59c94df4d1d0898f0","QUỐC TỊCH","THÔNG TIN CÁ NHÂN","Quốc tịch của cá nhân",350,"",['27dcc94d9b7fde810dec04243d5f4424'],"[ 0.01161051  0.01214881  0.00440615 ... -0.03645571  0.01106293
 -0.00994922]"
"e2ec7d3cdbeb4dd086ae6eb399332363","HÌNH ẢNH","THÔNG TIN CÁ NHÂN","Hình ảnh của cá nhân",351,"",['27dcc94d9b7fde810dec04243d5f4424'],"[ 0.02826467  0.01028452 -0.01925937 ... -0.00744689 -0.03147288
 -0.02611233]"
"67f10971666240ea930f3b875aabdc1a","SỐ CHỨNG MINH NHÂN DÂN","THÔNG TIN CÁ NHÂN","Số chứng minh nhân dân của cá nhân",352,"",['27dcc94d9b7fde810dec04243d5f4424'],"[ 0.01234609  0.01617856  0.00855829 ... -0.0381639  -0.01718805
  0.03652014]"
"8b95083939ad4771b57a97c2d5805f36","TÌNH TRẠNG HÔN NHÂN","THÔNG TIN CÁ NHÂN","Tình trạng hôn nhân của cá nhân",353,"",['27dcc94d9b7fde810dec04243d5f4424'],"[ 0.00939027  0.04381186  0.00566889 ... -0.00412496 -0.04238525
  0.02856969]"
"3c4062de44d64870a3cc5913d5769244","THÔNG TIN GIA ĐÌNH","THÔNG TIN CÁ NHÂN","Thông tin về mối quan hệ gia đình của cá nhân",354,"",['27dcc94d9b7fde810dec04243d5f4424'],"[ 0.04000631  0.0456087  -0.03524992 ... -0.02579354 -0.01444777
  0.01284037]"
"24652fab20d84381b112b8491de2887e","TÀI KHOẢN SỐ","THÔNG TIN CÁ NHÂN","Thông tin về tài khoản số của cá nhân",355,"",['27dcc94d9b7fde810dec04243d5f4424'],"[ 0.05876401 -0.0068505  -0.00208388 ... -0.04048423  0.02807378
  0.00617429]"
"d4602d4a27b34358baa86814a3836d68","DỮ LIỆU CÁ NHÂN NHẠY CẢM","THÔNG TIN CÁ NHÂN","""Dữ liệu Cá Nhân Nhạy Cảm refers to sensitive personal data closely related to an individual's privacy rights. This data includes information that, when compromised, directly impacts the individual's legal rights and legitimate interests.""",356,"",['27dcc94d9b7fde810dec04243d5f4424' 'bc43017fa804602eec26c90d6d112e06'],"[ 0.06929294  0.04225471 -0.00220909 ...  0.0003869   0.01448762
  0.0102242 ]"
"36be44627ece444284f9e759b8cd25c6","THÔNG TIN CÁ NHÂN","","",357,"",['27dcc94d9b7fde810dec04243d5f4424'],"[ 0.00497037  0.00745287 -0.08430786 ... -0.04665581  0.0278944
  0.01773825]"
"a64b4b17b07a44e4b1ac33580d811936","CON NGƯỜI","NGƯỜI","Các thông tin khác gắn liền với một con người cụ thể hoặc giúp xác định một con người cụ thể mà không thuộc trường hợp Dữ liệu cá nhân nhạy cảm",358,"",['bc43017fa804602eec26c90d6d112e06'],"[ 0.03577248 -0.0150621  -0.03560697 ... -0.01852762  0.00174181
  0.02265522]"
"423b72bbd56f4caa98f3328202c1c3c9","QUAN ĐIỂM CHÍNH TRỊ","THÔNG TIN","Quan điểm chính trị là một trong những thông tin cá nhân nhạy cảm",359,"",['bc43017fa804602eec26c90d6d112e06'],"[ 0.06470804  0.04444553 -0.04537714 ... -0.02459061  0.00775856
  0.02204809]"
"5c7ef01f46a94641bf1ae5cd25f8a538","QUAN ĐIỂM TÔN GIÁO","THÔNG TIN","Quan điểm tôn giáo là một trong những thông tin cá nhân nhạy cảm",360,"",['bc43017fa804602eec26c90d6d112e06'],"[ 0.04177327  0.003611   -0.07165883 ... -0.00423448  0.0063751
  0.00978347]"
"aefde1f7617f4c0e9aed31db77f6d862","TÌNH TRẠNG SỨC KHỎE","THÔNG TIN","Tình trạng sức khỏe là một trong những thông tin cá nhân nhạy cảm",361,"",['bc43017fa804602eec26c90d6d112e06'],"[ 0.05929375  0.01942769 -0.04424572 ...  0.01826727 -0.02133677
  0.03041425]"
"ad52ba79a84748a49067e53b1d5095f9","HỒ SƠ BỆNH ÁN","THÔNG TIN","""HỒ SƠ BỆNH ÁN contains information about the health status and treatment history of the individual, but does not include details about blood type. This document is crucial for understanding the patient's medical condition and providing appropriate care.""",362,"",['bc43017fa804602eec26c90d6d112e06' 'e8d077c7aea2ce872593c6e0d8ad3df4'],"[ 0.00894967 -0.0011578   0.00098123 ...  0.02084956  0.0018921
  0.04186592]"
"289616058bf4495887292003b27ba216","NGUỒN GỐC CHỦNG TỘC","THÔNG TIN","NGUỒN GỐC CHỨNG TỘC is a sensitive personal information related to the ethnic origin and ancestry of individuals. This information includes details about the ethnic background and lineage of individuals.",363,"",['bc43017fa804602eec26c90d6d112e06' 'e8d077c7aea2ce872593c6e0d8ad3df4'],"[-0.00488041  0.01629466 -0.01357888 ... -0.00768405 -0.00198624
  0.01150211]"
"7ffa3a064bce468082739c5a164df5a3","NGUỒN GỐC DÂN TỘC","THÔNG TIN","Thông tin liên quan đến nguồn gốc dân tộc là một trong những thông tin cá nhân nhạy cảm",364,"",['bc43017fa804602eec26c90d6d112e06'],"[ 0.00626745  0.02634325 -0.04953139 ... -0.03653082 -0.00395814
  0.01549994]"
"ce36d1d637cf4a4e93f5e37ffbc6bd76","ĐẶC ĐIỂM DI TRUYỀN","THÔNG TIN","\u0110\u1eb6C \u0110I\u1ec2M DI TRUY\u1ec0N is a sensitive personal genetic information that may be inherited or possessed by individuals. This genetic information is delicate and can have a significant impact on an individual's health and well-being.",365,"",['bc43017fa804602eec26c90d6d112e06' 'e8d077c7aea2ce872593c6e0d8ad3df4'],"[ 0.09701764  0.04101369 -0.05251243 ... -0.00438476  0.00615089
  0.00758823]"
"eeb9c02c0efa4131b9e95d33c31019fc","THUỘC TÍNH VẬT LÝ","THÔNG TIN","""Thông tin về thuộc tính vật lý, đặc điểm sinh học riêng của cá nhân""",366,"",['e8d077c7aea2ce872593c6e0d8ad3df4'],"[ 0.0002581   0.05375602 -0.01982186 ...  0.00161479 -0.02538778
  0.009489  ]"
"7b2472c5dd9949c58828413387b94659","ĐỜI SỐNG TÌNH DỤC","THÔNG TIN","""Thông tin về đời sống tình dục, xu hướng tình dục của cá nhân""",367,"",['e8d077c7aea2ce872593c6e0d8ad3df4'],"[ 0.08074378  0.00456794  0.00100767 ...  0.01651419 -0.01645328
  0.01259881]"
"bdddcb17ba6c408599dd395ce64f960a","TỘI PHẠM","HÀNH VI PHẠM TỘI","""Dữ liệu về tội phạm, hành vi phạm tội được thu thập, lưu trữ bởi các cơ quan thực thi pháp luật""",368,"",['e8d077c7aea2ce872593c6e0d8ad3df4'],"[ 0.03000754  0.02851927  0.00678804 ... -0.02680604  0.00629051
  0.00675775]"
"bc70fee2061541148833d19e86f225b3","TỔ CHỨC TÍN DỤNG","TỔ CHỨC","""Tổ chức tín dụng là tổ chức hoạt động trong lĩnh vực tài chính, cung cấp các dịch vụ tài chính cho khách hàng""",369,"",['6742be446922dd121eefd8afff18537b'],"[-0.01416835 -0.00801768  0.01437849 ... -0.00363908 -0.0236651
  0.00882592]"
"0fc15cc3b44c4142a770feb4c037a6f7","TỔ CHỨC CUNG ỨNG DỊCH VỤ TRUNG GIAN THANH TOÁN","TỔ CHỨC","Tổ chức cung ứng dịch vụ trung gian thanh toán là tổ chức cung cấp các dịch vụ thanh toán trung gian cho các bên tham gia giao dịch",370,"",['6742be446922dd121eefd8afff18537b'],"[-0.03757124 -0.00628761  0.01572331 ... -0.0106795  -0.00197828
  0.00141214]"
