"source","target","weight","description","text_unit_ids","id","human_readable_id","source_degree","target_degree","rank"
"LỆNH GIAO DỊCH","BẢNG GIÁ CHỨNG KHOÁN",1.0,"Bảng giá chứng khoán và các thông tin chứng khoán khác có thể có lỗi hoặc sai lệch xảy ra trong quá trình giao dịch",['d03a5be917279f47816e4c9711cc5798'],"c0e28ae832c94405b8ddd4d2ad978be5","322",2,1,3
"PHÁP LUẬT","TRẺ EM",1.0,"""Trẻ em từ đủ 7 tuổi trở lên và/hoặc cha, mẹ hoặc người giám hộ của trẻ em theo quy định của pháp luật""",['bdac16159b60ffb7d6f9ffa4bc2f87d1'],"7a4573a19ef94e25b4480cb4d953ae7a","323",1,3,4
"BẢO MẬT","DỮ LIỆU",1.0,"""Đảm bảo an toàn, bảo mật, bảo vệ Khách hàng và Dữ liệu của Khách hàng""",['2bef9f2520b250df2955e1148e863a15'],"05f6639803524537b67a7f2b0c66ad23","324",1,4,5
"QUÝ KHÁCH","MẬT KHẨU",1.0,"Quý khách cần bảo mật mật khẩu để đảm bảo an toàn thông tin cá nhân",['670d5b8f163e15e36907bb41ad7fb981'],"21bfd14cbc1f4cbc8ac59f7fd8c75b31","325",2,1,3
"QUÝ KHÁCH","CHỨNG KHOÁN",1.0,"""Quý khách có thể giao dịch chứng khoán với các dịch vụ gửi tiền, giao dịch cổ phiếu, giao dịch trái phiếu, quản lý tài khoản… qua tất cả các kênh giao dịch trực tuyến, tổng đài Contact24 hoặc trực tiếp tại các sàn giao dịch""",['f702c7b6765a8888a8ea861f2a4c014d'],"c19cf2d7b067421990ab9f3acec9e736","326",2,4,6
"DỊCH VỤ","CHUYỂN KHOẢN CHỨNG KHOÁN",1.0,"Chuyển khoản chứng khoán theo yê cần được thực hiện",['125aaa8d948c6ad2f25489cd7366c153'],"3e1981b9301c4d339a9228ae7a089a04","327",5,3,8
"DỊCH VỤ","HƯỞNG",1.0,"Hưởng dịch vụ chăm sóc khách hàng chuyên nghiệp",['6b7d7bef02fe471453e86ff1551c6a7a'],"0948efa844814529b4c023aacbc23d64","328",5,1,6
"DỊCH VỤ","QUẢNG BÁ",1.0,"Quảng bá giới thiệu thông tin về dịch vụ đến khách hàng",['61fb908630d3c280e95911db487c62e4'],"fcdc0cc5ff93453eb0b94b9254760999","329",5,15,20
"DỊCH VỤ MBS ONLINE","PHÍ DỊCH VỤ",1.0,"Dịch vụ MBS Online có các mức phí dịch vụ khác nhau theo giá trị giao dịch",['bfdf3977c46f0ead15f3f8c1c9c39f40'],"0ec4ad4398a8457ab3d71bd2561858dc","330",1,3,4
"PHÍ DỊCH VỤ","MBS ONLINE",1.0,"Phí dịch vụ của MBS Online so với các kênh khác cạnh tranh giúp tiết kiệm phí giao dịch",['7a9d013be64113ac0b686f7835ad3646'],"3c06988555334a389eab093f98679e85","331",3,10,13
"PHÍ DỊCH VỤ","SỨC MUA",1.0,"Sức mua tự động không cần ứng từng lần và chỉ trả phí dịch vụ nếu lệnh khớp",['8b34a2b22abe94c075872bb4ab06d253'],"81ceb8db419b4697ad24e9d7f46422ff","332",3,3,6
"DỊCH VỤ CÓ BROKER","CHUYÊN VIÊN MÔI GIỚI",1.0,"Dịch vụ có Broker dành cho khách hàng có Chuyên viên Môi Giới quản lý Tài khoản và chăm sóc 1:1",['bfdf3977c46f0ead15f3f8c1c9c39f40'],"fd05d8198d0947b39b8fa1b16f3ecf5f","333",1,2,3
"GIÁ TRỊ GIAO DỊCH","PHÍ GIAO DỊCH",1.0,"Phí dịch vụ được tính theo giá trị giao dịch",['8a315092dad843d4bcaf2d09091fb3be'],"d984f08ad62f47ab9aabb9aeec1b245e","334",1,4,5
"PHÍ GIAO DỊCH","TRÁI PHIẾU",1.0,"Phí giao dịch trái phiếu",['8a315092dad843d4bcaf2d09091fb3be'],"43603c7868164ac38c659bce7a77f45a","335",4,11,15
"PHÍ GIAO DỊCH","MBBANK",1.0,"MBBank hỗ trợ miễn phí chuyển tiền hai chiều cho nhà đầu tư",['6aebc820a4158d720b76fe99d4786e12'],"54a20cc6062d4b7193d023b6ff20461f","336",4,2,6
"TRÁI PHIẾU","TRÁI PHIẾU CHÍNH PHỦ",1.0,"""Trái phiếu bao gồm các loại trái phiếu như trái phiếu chính phủ, trái phiếu chính quyền địa phương, trái phiếu được chính phủ bảo lãnh""",['52e9bb83e1dea49d72f739eff4157afb'],"6bb190069a704ccca3d8e1648a384185","337",11,2,13
"TRÁI PHIẾU","TÍN PHIẾU KHO BẠC",1.0,"Tín phiếu Kho bạc là một loại trái phiếu được phát hành bởi Kho bạc",['52e9bb83e1dea49d72f739eff4157afb'],"47d2036509bf408095ab440bd052ac24","338",11,1,12
"TRÁI PHIẾU","CÔNG TRÁI XÂY DỰNG TỔ QUỐC",1.0,"Công trái xây dựng Tổ quốc là một loại trái phiếu được phát hành để huy động vốn xây dựng tổ quốc",['52e9bb83e1dea49d72f739eff4157afb'],"c20e6b1418a140389c31c7b71a6eba0c","339",11,1,12
"TRÁI PHIẾU","LỢI ÍCH SẢN PHẨM",1.0,"""Lợi suất từ đầu tư trái phiếu cao hơn lãi suất ngân hàng cùng kỳ hạn từ 1,2% đến 2%""",['5745f5e4d87d8a641c08ff3c39924914'],"ad96e5294247465a9c7d5ea8161dc305","340",11,1,12
"TRÁI PHIẾU","ĐỘI NGŨ CHUYÊN GIA",1.0,"""Trái phiếu phân phối được tư vấn và thẩm định chặt chẽ bởi đội ngũ chuyên gia của MBS, đảm bảo tổ chức phát hành là những doanh nghiệp uy tín hàng đầu""",['5745f5e4d87d8a641c08ff3c39924914'],"25c968bf5a4f48369fded6c260f71540","341",11,1,12
"TRÁI PHIẾU","TPDNRL",1.0,"TPDNRL giao dịch trái phiếu với đơn vị là trái phiếu",['f18e64cf0b56da58916cf12abceef1dd'],"269b441634a144219f539202309bc9fb","342",11,2,13
"TRÁI PHIẾU","ĐƠN VỊ YẾT GIÁ",1.0,"Trái phiếu được giao dịch với đơn vị yết giá là 1 đồng",['f18e64cf0b56da58916cf12abceef1dd'],"d0baf2392635468db7f5657f89eb2024","343",11,3,14
"GIAO DỊCH TRÁI PHIẾU","HSX",1.0,"HSX tham gia vào việc giao dịch cổ phiếu lẻ trong giao dịch trái phiếu",['6715eef1712e0d946549e6681a259bd0'],"4f29bcf5377d4c9f94ff3f8ca2f8d941","344",8,1,9
"GIAO DỊCH TRÁI PHIẾU","HNX",1.0,"HNX tham gia vào việc giao dịch cổ phiếu lẻ trong giao dịch trái phiếu",['6715eef1712e0d946549e6681a259bd0'],"e7072a582d9b4c1ea8b171ee940d4d6e","345",8,1,9
"GIAO DỊCH TRÁI PHIẾU","TÀI KHOẢN CHỨNG KHOÁN",1.0,"Giao dịch trái phiếu được thực hiện từ tài khoản chứng khoán",['fe776e2fb42accc6008bfd9f9c017855'],"cb6fcf84e3d04ef59b01f97ac94823a1","346",8,8,16
"GIAO DỊCH TRÁI PHIẾU","GIAO DỊCH GỬI TIỀN",1.0,"Giao dịch trái phiếu và giao dịch gửi tiền đều là hoạt động giao dịch tài chính",['4d28b35e2fd1fe04534b8fe505fb07cc'],"97a21db5f5954e2c8868b298a3f0090e","347",8,2,10
"GIAO DỊCH TRÁI PHIẾU","ĐVKD",1.0,"""ĐVKD thực hiện kiểm tra trạng thái lệnh, hủy/sửa lệnh theo quy định của SGDCK và thông báo kết quả đến khách hàng""",['17dce7613a6c56003b6c2cd4b5074283'],"c8f3e6cadcf34c8fafe8987e4a9b66f8","348",8,3,11
"MỨC PHÍ GIAO DỊCH CHỨNG KHOÁN","TÀI SẢN PHONG TỎA CẦM CỐ",1.0,"Mức phí giao dịch chứng khoán áp dụng cho việc xử lý tài sản phong tỏa cầm cố",['125aaa8d948c6ad2f25489cd7366c153'],"26c9c44e5059429bb8abc3308bc6c814","349",2,2,4
"MỨC PHÍ GIAO DỊCH CHỨNG KHOÁN","RÚT CHỨNG KHOÁN",1.0,"Mức phí rút chứng khoán áp dụng cho khách hàng",['125aaa8d948c6ad2f25489cd7366c153'],"7cea9903153f43b895c0b23d25bc90a3","350",2,2,4
"TÀI SẢN PHONG TỎA CẦM CỐ","XÁC NHẬN TÌNH TRẠNG PHONG TỎA/GIẢI TỎA TÀI KHOẢN/TÀI SẢN CẦM CỐ",1.0,"Dịch vụ xử lý tài sản phong tỏa cầm cố cần xác nhận tình trạng phong tỏa/giải tỏa tài khoản/tài sản cầm cố",['125aaa8d948c6ad2f25489cd7366c153'],"b54436ccc23745c88d24edcc3fdd8ed1","351",2,1,3
"RÚT CHỨNG KHOÁN","MỨC PHÍ",1.0,"Rút chứng khoán có mức phí là 100.000 VNĐ/ 1 hồ sơ",['b7d7a176a30e0cad4e21d20d4ed670ba'],"977c895bb98d4136a76e8749533154b6","352",2,3,5
"CHUYỂN KHOẢN CHỨNG KHOÁN","CTCK",1.0,"Chuyển khoản chứng khoán sang tài khoản chứng khoán của Khách hàng mở tại CTCK khác",['b7d7a176a30e0cad4e21d20d4ed670ba'],"8d75cfea884248aba1f372de5e1b82a9","353",3,1,4
"CHỨNG KHOÁN","MÃ CHỨNG KHOÁN",1.0,"Mã chứng khoán là mã định danh cho mỗi công ty trên thị trường chứng khoán",['1dab4da3dc6ce428ca1f1aff6469071c'],"90f4ee186bcd4996ad8002888569fffc","354",4,1,5
"CHUYỂN NHƯỢNG QUYỀN ĐĂNG KÝ MUA THÊM","MỨC PHÍ",1.0,"Mức phí chuyển nhượng quyền đăng ký mua thêm cùng công ty là 50.000 VNĐ/ 1 hồ sơ",['b7d7a176a30e0cad4e21d20d4ed670ba'],"4bb78401581b4240b0967309e96af00b","355",1,3,4
"MỨC PHÍ","SAO LƯU CHỨNG TỪ",1.0,"Sao lưu chứng từ có mức phí tương ứng với khoảng thời gian lưu trữ",['e8c68c9c41b007f2d476c4e03df49815'],"a18dd9ea4143411cb32e261db056cf0c","356",3,2,5
"TÀI KHOẢN","PHÍ TRA CỨU",1.0,"Tài khoản có thể phải trả phí tra cứu thông tin tài khoản",['5f9d5c30d0a45936539e58a40065c8ab'],"cd8d9795f540413390927ea2a9e77c26","357",15,2,17
"TÀI KHOẢN","RÚT",1.0,"Hành động rút tiền từ tài khoản",['430653c21d95ba37d4eae0e76ea56985'],"2917f3b478b04ffcacd4b47602f4d0f5","358",15,1,16
"TÀI KHOẢN","CHUYỂN KHOẢN",1.0,"Hành động chuyển tiền từ tài khoản này sang tài khoản khác",['430653c21d95ba37d4eae0e76ea56985'],"3984bd063b384901862e68506c77cc68","359",15,3,18
"TÀI KHOẢN","THÔNG BÁO QUYỀN CỔ TỨC",1.0,"Thông báo quyền cổ tức được gửi đến tài khoản của người dùng",['430653c21d95ba37d4eae0e76ea56985'],"4137a2c7dd884bc2a8469b7fa937346c","360",15,1,16
"TÀI KHOẢN","TIN NHẮN SMS",1.0,"Tài khoản được sử dụng để giao dịch thông qua tin nhắn SMS",['be4aea5c3851b39e2ff5c367900daa90'],"60b6bf585ccc477d830d4b69b8c7b62a","361",15,2,17
"TÀI KHOẢN","DỊCH KÝ QUỸ",2.0,"Tài khoản được sử dụng để mở tài khoản trực tuyếnTài khoản được sử dụng để giải ngân và thu nợ tự động trong giao dịch ký quỹ",['72ef77d14fd5f7379a4d83d84a21217c'],"4330f73cb78a4bb39a384eb29112201b","362",15,3,18
"TÀI KHOẢN","SỐ ĐẸP",2.0,"""The entity TÀI KHOẢN offers accounts that can be selected based on the criteria of SỐ ĐẸP. These accounts, known as TÀI KHOẢN THEO SỐ ĐẸP, are a banking service that allows customers to choose an account number according to their preference.""",['839b9207b75bf3ace550391324a33388' '9a19753353f40064a6811288ab2c7556'],"45c4ed77967746e485ec9e52c0dcc0d2","363",15,1,16
"TÀI KHOẢN","GIAO DỊCH CHỨNG KHOÁN",1.0,"Tài khoản được sử dụng để thực hiện giao dịch chứng khoán",['839b9207b75bf3ace550391324a33388'],"17c2cc25d00347c3bf2422d4f7a4ad7e","364",15,1,16
"TÀI KHOẢN","QUẢN LÝ TÀI KHOẢN",1.0,"Tài khoản cần được quản lý để kiểm soát số tiền trong tài khoản",['839b9207b75bf3ace550391324a33388'],"0057fb2ddc0e4088ae5099b7ffa137da","365",15,4,19
"TÀI KHOẢN","KÊNH GIAO DỊCH TRỰC TUYẾN",1.0,"Tài khoản có thể được quản lý và thực hiện giao dịch qua kênh giao dịch trực tuyến",['839b9207b75bf3ace550391324a33388'],"d67d67cc3698438db76eb4a7f75e1ea0","366",15,2,17
"TÀI KHOẢN","SỞ THÍCH",1.0,"Tài khoản có thể được chọn theo sở thích của khách hàng",['43fe3eabe57a1961a64491c86cb08d67'],"c23761290af24cf29adc1ee8644bdad0","367",15,1,16
"TÀI KHOẢN","HỒ SƠ",1.0,"Hồ sơ cần được hoàn thiện để mở tài khoản ngân hàng",['9a19753353f40064a6811288ab2c7556'],"de51b828ce1f442bbb19a7b20bce9dda","368",15,4,19
"PHÍ TRA CỨU","SAO KÊ GIAO DỊCH",1.0,"Phí tra cứu có thể liên quan đến dịch vụ sao kê giao dịch",['5f9d5c30d0a45936539e58a40065c8ab'],"4a3ff6a3471945fd8c7fd5c171c56d56","369",2,1,3
"SAO LƯU CHỨNG TỪ","NGÀY GIAO DỊCH",1.0,"Sao lưu chứng từ được thực hiện từ một ngày giao dịch cụ thể",['e8c68c9c41b007f2d476c4e03df49815'],"31bb84eb2a834dabacc0ed51af4fcefd","370",2,3,5
"NGÀY GIAO DỊCH","THỜI HẠN THANH TOÁN",2.0,"""NGÀY GIAO DỊCH and THỜI HẠN THANH TOÁN are closely related entities in the context of stock market investments. The payment deadline is determined by the trading date, with various options available for settling transactions. The payment deadline is influenced by the trading date, and it is crucial for investors to understand the relationship between these two entities to make informed decisions and achieve their financial goals.""",['c305e9f4ac1d42bec43a03d0bcb8a30e' 'cfb84af0b32b80838186149eee2b7617'],"5070012e83e7442381bcba1cdacdb7d8","371",3,2,5
"NGÀY GIAO DỊCH","BÙ TRỪ ĐA PHƯƠNG",1.0,"Bù trừ đa phương xảy ra vào ngày giao dịch",['cfb84af0b32b80838186149eee2b7617'],"5eda9074df124f5497f17b61badd52ac","372",3,1,4
"NHÀ ĐẦU TƯ CHUYÊN NGHIỆP","TỔ CHỨC PHÁT HÀNH",1.0,"Nhà đầu tư chuyên nghiệp không cần phí xác nhận khi có hợp đồng với tổ chức phát hành hoặc MBS",['e8c68c9c41b007f2d476c4e03df49815'],"4cf4107b0e2842778aaa658a1a85f3b3","373",2,5,7
"HỢP ĐỒNG","PHIẾU YÊU CẦU",1.0,"Phiếu yêu cầu kiêm hợp đồng mở tài khoản và đăng ký sử dụng dịch vụ giao dịch chứng khoán có hiệu lực ràng buộc như một hợp đồng giữa Khách hàng và MBS",['4a056777579e17ab8df83067d9738864'],"7f4857f94b4e4e49be7236a42071e167","374",5,1,6
"HỢP ĐỒNG","GIÁ ĐÓNG/MỞ VỊ THẾ",1.0,"Giá đóng/mở vị thế là thông tin quan trọng để tính toán lãi/lỗ của hợp đồng tương lai",['5aba713d34cf47d3a146255cb3b5584a'],"d21a1fef903f4a399bd3cd366aad3c9e","375",5,1,6
"HỢP ĐỒNG","LÃI/LỖ",1.0,"Lãi/lỗ của hợp đồng tương lai được tính dựa trên giá đóng cửa của chỉ số cơ sở",['5aba713d34cf47d3a146255cb3b5584a'],"fc596a598ff74a4c843e405b597551b5","376",5,1,6
"TỔ CHỨC PHÁT HÀNH","CHỨNG QUYỀN",1.0,"Tổ chức phát hành chứng quyền cho người sở hữu theo điều kiện đã được xác định trước",['dd0e8c3a53affd5981f84d21983eb5ee'],"e2aacff6b4404574b818e7a3ece57b5b","377",5,14,19
"TỔ CHỨC PHÁT HÀNH","ĐIỀU KHOẢN SẢN PHẨM",1.0,"Điều khoản sản phẩm được ban hành để chuẩn hóa những điều khoản liên quan",['d7bbdfbd03e739c6c52bd3c9096bbcd2'],"2ec5cae98c7a485881f0680fbca6d67f","378",5,1,6
"CONTACT CENTER","NGÀNH MẠNG",1.0,"""Contact center cung cấp dịch vụ hỗ trợ khách hàng qua điện thoại, cần sử dụng dịch vụ của ngành mạng""",['26827ec7b673b1b365b796c999c26d3c'],"c87b815d61af448596d3194a804b57b3","379",2,1,3
"CONTACT CENTER","GIAO DỊCH CÔNG CỤ NỢ",1.0,"Giao dịch qua điện thoại Contact Center 1900 9088 liên quan đến giao dịch công cụ nợ",['c305e9f4ac1d42bec43a03d0bcb8a30e'],"2f92fc82c3b74417896bad3bd8e61f5e","380",2,4,6
"CHUYỂN KHOẢN","NGÂN HÀNG MB",1.0,"Chuyển khoản ra ngân hàng MB miễn phí với mọi giao dịch chuyển khoản",['0b7912396c8cde985ddee6dc17ec0d4f'],"fb61c68efe5b4d69a9623e531e7c639c","381",3,3,6
"CHUYỂN KHOẢN","NGÂN HÀNG KHÁC",1.0,"""Ra ngân hàng khác, MBS thu hộ và làm trung gian thu theo biểu phí của ngân hàng MB/ ngân hàng khác từng thời kỳ""",['0b7912396c8cde985ddee6dc17ec0d4f'],"dc61e34c1ca8419e923aeeff7d83d949","382",3,1,4
"NGÂN HÀNG MB","HỖ TRỢ TÀI CHÍNH",2.0,"""NGÂN HÀNG MB provides strong financial support and assistance for secure investments, including support for MBS through their financial services.""",['d2e04ee9d1cdefef4e95bc5b34b0dbfb' 'f2b9a3e3b16a5ef347d9b801f0c92955'],"697fb824eef34759852f1d5588921aec","383",3,2,5
"THÔNG BÁO","SỐ ĐIỆN THOẠI",1.0,"Thông báo được gửi qua SMS tới số điện thoại đã đăng ký của người dùng",['430653c21d95ba37d4eae0e76ea56985'],"b872fcc5b18a4f32b976f4693f22e88e","384",1,2,3
"SỐ DƯ TIỀN","THÔNG TIN TÀI CHÍNH",1.0,"Thông tin về số dư tiền đầu ngày",['430653c21d95ba37d4eae0e76ea56985'],"64be9b98299f4d349e0f4358685ca235","385",1,3,4
"SỨC MUA","THÔNG TIN TÀI CHÍNH",1.0,"Thông tin về sức mua đầu ngày",['430653c21d95ba37d4eae0e76ea56985'],"8302a03f6ede471bb955c0bbf44a4b3c","386",3,3,6
"SỨC MUA","ĐĂNG KÝ",1.0,"Sức mua tự động không cần ứng từng lần và chỉ đăng ký một lần duy nhất",['8b34a2b22abe94c075872bb4ab06d253'],"a02263dd89964a1c8ab2d0e9aba0f4eb","387",3,1,4
"SỐ DƯ CHỨNG KHOÁN","THÔNG TIN TÀI CHÍNH",1.0,"Thông tin về số dư chứng khoán đầu ngày",['430653c21d95ba37d4eae0e76ea56985'],"6b7aa6ce4cac4edbaaab831286e67e5e","388",1,3,4
"KẾT QUẢ KHỚP LỆNH CƠ SỞ","THÔNG TIN GIAO DỊCH",1.0,"Thông tin về kết quả khớp lệnh cơ sở",['430653c21d95ba37d4eae0e76ea56985'],"655d40ea08e348ad94ae49785797da90","389",1,2,3
"KẾT QUẢ KHỚP LỆNH PHÁI SINH","THÔNG TIN GIAO DỊCH",1.0,"Thông tin về kết quả khớp lệnh phái sinh",['430653c21d95ba37d4eae0e76ea56985'],"254cea99330f4f2aa062c771146da7ea","390",1,2,3
"BỘ ĐIỀU KHOẢN VÀ ĐIỀU KIỆN","TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN",1.0,"Quy định về bộ điều khoản và điều kiện mở Tài khoản giao dịch chứng khoán",['430653c21d95ba37d4eae0e76ea56985'],"a2836232227c4e3383d166db860cb2a3","391",4,6,10
"BỘ ĐIỀU KHOẢN VÀ ĐIỀU KIỆN","TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN (TKGDCK)",1.0,"Tài khoản giao dịch chứng khoán được áp dụng các điều khoản và điều kiện quy định",['d39928803a30957c678ba7bfc7335744'],"8a9247ee9bac45bdbf69c9d0bb8419b5","392",4,1,5
"BỘ ĐIỀU KHOẢN VÀ ĐIỀU KIỆN","CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB (MBS)",1.0,"Công ty Cổ phần Chứng khoán MB áp dụng các điều khoản và điều kiện cho tài khoản giao dịch chứng khoán",['d39928803a30957c678ba7bfc7335744'],"757a0f78fcdd4bf6b8326a75fcee9e15","393",4,1,5
"TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN","STK",1.0,"Tài khoản giao dịch chứng khoán được gắn với số tài khoản STK",['92e60b810f5507e207306d25d04c0814'],"b5235cb24b8f440389f250ebd5b6e2f8","394",6,1,7
"TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN","CHỨNG MINH THƯ NHÂN DÂN/ CĂN CƯỚC CÔNG DÂN",1.0,"Chứng minh thư nhân dân/ Căn cước công dân là giấy tờ cần thiết để mở tài khoản giao dịch chứng khoán",['60ebabe690f6d6bd2408ac12e84701ab'],"bdee1849252749efa2e671ed87641f61","395",6,1,7
"SỐ ĐIỆN THOẠI","THÔNG TIN CÁ NHÂN",1.0,"Số điện thoại của cá nhân",['27dcc94d9b7fde810dec04243d5f4424'],"057641c1476247958d8c357e17095d8e","396",2,6,8
"GIAO DỊCH CHỨNG KHOÁN PHÁI SINH","CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB",1.0,"Công ty Cổ phần Chứng khoán MB (MBS) cung cấp dịch vụ giao dịch chứng khoán phái sinh cho khách hàng",['858692a6991a43581eb17b695978b12c'],"b61dfd0b24664f37af4046bdf0cb7b19","397",2,4,6
"CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB","QUY ĐỊNH BẢO VỆ DỮ LIỆU CÁ NHÂN",1.0,"Công ty cổ phần chứng khoán MB có quy định về bảo vệ dữ liệu cá nhân",['84d2fded9e5586dd584e403e106085ca'],"0bc00f14e6194df7b0fe9ef9ba28d34f","398",4,2,6
"CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB","ABOND",1.0,"ABond được tư vấn phát hành bởi Công ty Cổ phần Chứng khoán MB",['fb27603a4f1a2d91a8945c606f9ec33a'],"b823c5d22037423da919eee6c35c4c8b","399",4,4,8
"CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB","NGÂN HÀNG TMCP QUÂN ĐỘI",1.0,"Công ty Cổ phần Chứng khoán MB là thành viên của Ngân hàng Thương mại Cổ phần Quân Đội",['fb27603a4f1a2d91a8945c606f9ec33a'],"cd7f555e4ab948ba94bade14e262ff84","400",4,1,5
"ĐIỀU KHOẢN VÀ ĐIỀU KIỆN VỀ GIAO DỊCH CHỨNG KHOÁN PHÁI SINH","CHỦ TÀI KHOẢN",1.0,"Chủ tài khoản được áp dụng Điều khoản và điều kiện về giao dịch chứng khoán phái sinh của MBS",['5ffa0e4028e6f5fb5d36d31c7b6baac1'],"86cd53087b2542f898d6cecca31e6145","401",2,1,3
"TÀI KHOẢN PHÁI SINH","TRUNG TÂM LƯU KÝ CHỨNG KHOÁN VIỆT NAM (VSD)",1.0,"Tài khoản phái sinh cần nộp ký quỹ lên VSD theo hướng dẫn",['811e2aea35222d79c8ab2b4e1682750c'],"5dc3480806b04fdd8089a3be46e22540","402",3,2,5
"HỢP ĐỒNG TƯƠNG LAI","CHỨNG KHOÁN PHÁI SINH",1.0,"Hợp đồng tương lai là một loại chứng khoán phái sinh được giao dịch tại các sở giao dịch",['e9282c280e5ee6794e75e1642753c546'],"50c91820a91f488d8606198540aba894","403",8,2,10
"HỢP ĐỒNG TƯƠNG LAI","HOSE",1.0,"HOSE là sàn giao dịch chứng khoán có ảnh hưởng đến việc giao dịch hợp đồng tương lai",['e996589ad5cee0c543ed988a77081773'],"a38eace89e7e40de8f007fde24597e9e","404",8,1,9
"HỢP ĐỒNG TƯƠNG LAI","TÀI KHOẢN GIAO DỊCH CHỨNG KHOÁN PHÁI SINH",1.0,"Lãi lỗ được tính toán dựa trên chênh lệch giá mua/bán hợp đồng tương lai với giá đóng cửa của hợp đồng tương lai hoặc chênh lệch của giá đóng/mở vị thế",['e87ce9ead619379b75f606b5ed62c8d4'],"5d75097d065e4b049a1678deab40949b","405",8,2,10
"HỢP ĐỒNG TƯƠNG LAI","CHỈ SỐ CƠ SỞ",1.0,"""Đối với các hợp đồng tại ngày đáo hạn, lãi/lỗ sẽ được tính toán dựa trên giá đóng cửa của chỉ số cơ sở tại ngày đáo hạn của hợp đồng tương lai""",['e87ce9ead619379b75f606b5ed62c8d4'],"c277134d380a42cd886a14a953554792","406",8,1,9
"HỢP ĐỒNG TƯƠNG LAI","CƠ QUAN QUẢN LÝ",1.0,"Cơ quan quản lý quy định về việc thực hiện giao dịch hợp đồng tương lai",['dd0e8c3a53affd5981f84d21983eb5ee'],"b680be879404440885b1d3af5b9af583","407",8,2,10
"HỢP ĐỒNG TƯƠNG LAI","CHỨNG QUYỀN",1.0,"Hợp đồng tương lai có thể liên quan đến việc sử dụng chứng quyền trong giao dịch",['dd0e8c3a53affd5981f84d21983eb5ee'],"4cc609b1a64a442aac6b72078a315ac6","408",8,14,22
"HỢP ĐỒNG TƯƠNG LAI CHỈ SỐ VN30","CHỨNG KHOÁN PHÁI SINH",1.0,"Hợp đồng tương lai trên chỉ số VN30 mô phỏng giá của chỉ số VN30",['e9282c280e5ee6794e75e1642753c546'],"a3ee323c9c9a4f81b5907030122b80d2","409",2,2,4
"HỢP ĐỒNG TƯƠNG LAI CHỈ SỐ VN30","CHỈ SỐ VN30",1.0,"Hợp đồng tương lai trên chỉ số VN30 có tài sản cơ sở là chỉ số VN30",['bd51762f5e0b283bfbb800d6d11a40ed'],"19aa5f0b738c4f4a96668c80c3e93331","410",2,2,4
"CHỈ SỐ VN30","SÀN HOSE",1.0,"Chỉ số VN30 được tính dựa trên rổ 30 cổ phiếu có vốn hóa thị trường và tính thanh khoản cao nhất trên sàn HOSE",['bd51762f5e0b283bfbb800d6d11a40ed'],"f8402b10349f4db888ac4fb6fd81723a","411",2,1,3
"TÀI KHOẢN CHỨNG KHOÁN","THỊ TRƯỜNG CƠ SỞ",1.0,"Người dùng tài khoản chứng khoán hiện tại để giao dịch trên thị trường cơ sở",['d7bbdfbd03e739c6c52bd3c9096bbcd2'],"5927f9089289429da4adf2bbd5641e44","412",8,1,9
"TÀI KHOẢN CHỨNG KHOÁN","TÀI KHOẢN NGÂN HÀNG MB",1.0,"Tài khoản chứng khoán MBS được mở từ tài khoản ngân hàng MB",['fe776e2fb42accc6008bfd9f9c017855'],"60724b8b268044b69a4b3d939f1757e2","413",8,2,10
"TÀI KHOẢN CHỨNG KHOÁN","GIAO DỊCH CỔ PHIẾU",1.0,"Giao dịch cổ phiếu được thực hiện từ tài khoản chứng khoán",['fe776e2fb42accc6008bfd9f9c017855'],"d931685d35e149909472f736114ca62f","414",8,1,9
"TÀI KHOẢN CHỨNG KHOÁN","GIAO DỊCH GỬI TIỀN",1.0,"Giao dịch gửi tiền được thực hiện từ tài khoản chứng khoán",['fe776e2fb42accc6008bfd9f9c017855'],"3f5e9927a4114a958d75f5ed313526a8","415",8,2,10
"TÀI KHOẢN CHỨNG KHOÁN","BƯỚC 1",1.0,"Tài khoản chứng khoán được mở dễ dàng trong bước 1 của quy trình",['dfd98af875b627510a891c3d4e375775'],"4728bf0cb7564bbd85c90ceaa846f290","416",8,1,9
"TỔNG ĐÀI 19009088","CONTACT24",1.0,"Tổng đài 19009088 là nơi khách hàng gọi để thực hiện giao dịch chứng khoán phái sinh qua dịch vụ Contact24",['fef9c649ce6a269e3527f9c73e29aceb'],"cdac6338c3234797a0d3a32cd68d1b2e","417",3,4,7
"TỔNG ĐÀI 19009088","QUÝ KHÁCH HÀNG",1.0,"Tổng đài 19009088 là phương tiện liên lạc mà khách hàng có thể liên hệ để được hỗ trợ thông tin",['60ebabe690f6d6bd2408ac12e84701ab'],"372f78df13f9452b84d898c703a1ba95","418",3,7,10
